report_id,title,MeasureID,IndicatorID,indicator_data_name,indicator_name,measurement_type,units,year_id,start_date,end_date,time_type,time,geo_entity_id,geo_join_id,geo_type,neighborhood,data_value_geo_entity,unmodified_data_value_geo_entity,nbr_data_note,summary_bar_svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,101,101,UHF42,Kingsbridge - Riverdale,25.4,25.4,,ratRepoP_101.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,101,101,UHF42,Kingsbridge - Riverdale,17.5,17.5,,ratRepoP_101.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,102,102,UHF42,Northeast Bronx,17.2,17.2,,ratRepoP_102.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,102,102,UHF42,Northeast Bronx,17.8,17.8,,ratRepoP_102.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,103,103,UHF42,Fordham - Bronx Pk,53.4,53.4,,ratRepoP_103.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,103,103,UHF42,Fordham - Bronx Pk,49.9,49.9,,ratRepoP_103.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,104,104,UHF42,Pelham - Throgs Neck,24.3,24.3,,ratRepoP_104.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,104,104,UHF42,Pelham - Throgs Neck,27.0,27,,ratRepoP_104.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,105,105,UHF42,Crotona -Tremont,60.4,60.4,,ratRepoP_105.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,105,105,UHF42,Crotona -Tremont,53.2,53.2,,ratRepoP_105.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,106,106,UHF42,High Bridge - Morrisania,60.4,60.4,,ratRepoP_106.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,106,106,UHF42,High Bridge - Morrisania,53.2,53.2,,ratRepoP_106.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,107,107,UHF42,Hunts Point - Mott Haven,60.4,60.4,,ratRepoP_107.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,107,107,UHF42,Hunts Point - Mott Haven,53.2,53.2,,ratRepoP_107.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,201,201,UHF42,Greenpoint,45.9,45.9,,ratRepoP_201.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,201,201,UHF42,Greenpoint,34.9,34.9,,ratRepoP_201.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,202,202,UHF42,Downtown - Heights - Slope,40.2,40.2,,ratRepoP_202.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,202,202,UHF42,Downtown - Heights - Slope,26.7,26.7,,ratRepoP_202.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,203,203,UHF42,Bedford Stuyvesant - Crown Heights,41.0,41,,ratRepoP_203.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,203,203,UHF42,Bedford Stuyvesant - Crown Heights,39.1,39.1,,ratRepoP_203.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,204,204,UHF42,East New York,50.5,50.5,,ratRepoP_204.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,204,204,UHF42,East New York,37.9,37.9,,ratRepoP_204.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,205,205,UHF42,Sunset Park,37.9,37.9,,ratRepoP_205.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,205,205,UHF42,Sunset Park,29.7,29.7,,ratRepoP_205.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,206,206,UHF42,Borough Park,19.6,19.6,,ratRepoP_206.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,206,206,UHF42,Borough Park,15.2,15.2,,ratRepoP_206.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,8,2004-01-01,2004-12-31,year,2004,207,207,UHF42,East Flatbush - Flatbush,34.7,34.7,,ratRepoP_207.svg
82,"Active Design, Physical Activity and Health",45,24,ratRepoP,Adults reporting mice or rats outside,Percent,,14,2010-01-01,2010-12-31,year,2010,207,207,UHF42,East Flatbush - Flatbush,36.0,36,,ratRepoP_207.svg
